"ac_type","ac_fl","fl","m_lo","m_nom","m_hi","V_cl_1","V_cl_2","M_cl","V_cr_1","V_cr_2","M_cr","V_des_1","V_des_2","M_des","h_MO","CL_TAS","CL_ROCD_lo_m","CL_ROCD_nom_m","CL_ROCD_hi_m","CL_fuel_nom_m","CR_TAS","CR_fuel_lo_m","CR_fuel_nom_m","CR_fuel_hi_m","DES_TAS","DES_ROCD_nom_m","DES_fuel_nom_m"
"A320","A320_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"450","1300","630","220","46.6","450","36.2","41.8","46.9","450","3170","5.1"
"A320","A320_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","970","360","0","42.2","447","34.2","40.2","42.5","447","2800","4.9"
"A320","A320_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","720","130","0","37.8","447","32.4","38.0","38.0","447","2730","4.7"
"A320","A320_speed_laws","none","46800","64000","77000","250","310","0.78","250","310","0.78","250","310","0.78","39000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"A321","A321_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"158","2350","2280","2050","139.1",NULL,NULL,NULL,NULL,"139","840","41.4"
"A321","A321_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"160","2330","2250","2020","137.7",NULL,NULL,NULL,NULL,"140","850","41.0"
"A321","A321_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"161","2310","2230","2000","136.2",NULL,NULL,NULL,NULL,"146","890","40.6"
"A321","A321_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"167","2420","2300","2070","135.0",NULL,NULL,NULL,NULL,"157","920","20.2"
"A321","A321_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"168","2400","2280","2040","133.6",NULL,NULL,NULL,NULL,"189","1020","20.2"
"A321","A321_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"192","2800","2570","2300","131.8","230","33.6","39.7","45.2","230","1280","13.3"
"A321","A321_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"226","3300","2910","2590","130.5","233","33.6","39.8","45.3","233","1300","13.1"
"A321","A321_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3830","3070","2640","126.7","272","38.4","43.2","47.6","240","1330","12.8"
"A321","A321_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3650","2930","2510","121.2","280","38.4","43.3","47.7","280","1640","12.5"
"A321","A321_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3480","2770","2370","115.8","289","38.5","43.4","47.8","289","1510","12.1"
"A321","A321_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"356","3230","2590","2230","112.8","297","38.5","43.5","47.9","356","2220","11.8"
"A321","A321_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"366","3000","2400","2050","107.5","306","38.6","43.5","48.0","366","2270","11.4"
"A321","A321_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"377","2780","2200","1870","102.3","377","49.7","53.3","56.6","377","2320","11.1"
"A321","A321_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"388","2550","2010","1690","97.3","388","49.7","53.3","56.6","388","2370","10.8"
"A321","A321_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"400","2320","1810","1490","92.4","400","49.6","53.3","56.6","400","2420","10.4"
"A321","A321_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"412","2090","1600","1310","87.5","412","49.5","53.2","56.6","412","2470","10.1"
"A321","A321_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","1850","1390","1120","82.8","425","49.4","53.2","56.6","425","2510","9.7"
"A321","A321_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","1620","1190","930","78.1","438","49.3","53.1","56.5","438","2550","9.4"
"A321","A321_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"452","1380","980","740","73.6","452","49.1","53.0","56.5","452","2600","9.1"
"A321","A321_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1270","880","640","71.4","459","49.0","52.9","56.5","459","2620","8.9"
"A321","A321_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"458","1610","1080","740","66.7","458","46.3","50.6","54.4","458","3500","8.5"
"A321","A321_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"454","1460","920","580","62.0","454","43.6","48.2","52.4","454","3320","8.2"
"A321","A321_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"450","1290","760","410","57.5","450","41.1","46.2","50.8","450","3160","7.9"
"A321","A321_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","1030","530","200","53.2","447","39.0","44.6","49.1","447","2810","7.5"
"A321","A321_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"447","850","350","20","49.1","447","37.3","43.5","45.3","447","2750","7.2"
"A321","A321_speed_laws","none","57360","72000","83000","250","300","0.78","250","300","0.78","250","300","0.78","39100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"A332","A332_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"157","2270","2200","1930","331.3",NULL,NULL,NULL,NULL,"140","600","118.8"
"A332","A332_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"158","2250","2180","1910","327.7",NULL,NULL,NULL,NULL,"141","620","117.5"
"A332","A332_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"159","2230","2160","1890","324.1",NULL,NULL,NULL,NULL,"147","680","116.4"
"A332","A332_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"166","2330","2230","1950","320.9",NULL,NULL,NULL,NULL,"159","700","64.1"
"A332","A332_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"167","2320","2220","1930","317.4",NULL,NULL,NULL,NULL,"191","940","63.8"
"A332","A332_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"190","2710","2500","2170","311.7","230","69.0","83.0","100.2","230","920","23.2"
"A332","A332_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"225","3200","2850","2460","306.8","233","69.0","83.0","100.3","233","930","23.0"
"A332","A332_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3850","3080","2530","295.6","272","77.7","88.6","102.2","240","960","22.5"
"A332","A332_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3690","2950","2410","282.0","280","77.7","88.7","102.3","280","1180","22.0"
"A332","A332_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3530","2800","2280","268.7","289","77.6","88.7","102.4","289","1140","21.5"
"A332","A332_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"390","3370","2710","2250","260.7","297","77.6","88.8","102.6","390","2040","21.0"
"A332","A332_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"401","3140","2520","2080","247.9","306","77.6","88.8","102.7","401","2080","20.5"
"A332","A332_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"413","2910","2320","1900","235.3","413","113.9","120.7","129.0","413","2120","20.0"
"A332","A332_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","2680","2120","1720","222.9","425","113.5","120.3","128.7","425","2150","19.5"
"A332","A332_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","2450","1920","1540","210.9","438","113.0","119.9","128.4","438","2190","19.0"
"A332","A332_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"451","2210","1720","1370","199.1","451","112.4","119.4","128.0","451","2220","18.5"
"A332","A332_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"465","1970","1520","1180","187.6","465","111.8","118.9","127.6","465","2250","18.0"
"A332","A332_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"479","1740","1320","1010","176.4","479","111.1","118.3","127.2","479","2280","17.5"
"A332","A332_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"487","2230","1660","1230","165.3","487","108.3","115.7","124.9","487","3260","17.0"
"A332","A332_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"485","2150","1580","1150","159.6","485","104.6","112.4","122.0","485","3150","16.7"
"A332","A332_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"481","1970","1420","990","148.5","481","97.8","106.3","116.8","481","2960","16.2"
"A332","A332_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"477","1790","1240","810","137.8","477","91.6","101.0","112.5","477","2800","15.7"
"A332","A332_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"473","1590","1060","630","127.4","473","86.2","96.5","109.2","473","2660","15.2"
"A332","A332_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","1270","790","390","117.4","470","81.6","92.9","106.8","470","2330","14.7"
"A332","A332_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","1090","610","210","107.8","470","77.7","90.1","105.5","470","2270","14.2"
"A332","A332_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","900","420","10","98.5","470","74.5","88.2","97.4","470","2230","13.7"
"A332","A332_speed_laws","none","150000","190000","230000","250","330","0.82","250","330","0.82","250","330","0.82","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"A333","A333_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"151","2070","2140","1900","326.2",NULL,NULL,NULL,NULL,"134","760","97.9"
"A333","A333_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"152","2060","2120","1890","323.2",NULL,NULL,NULL,NULL,"135","770","97.0"
"A333","A333_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"153","2050","2110","1870","320.2",NULL,NULL,NULL,NULL,"141","830","96.1"
"A333","A333_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"159","2140","2190","1940","317.2",NULL,NULL,NULL,NULL,"152","730","57.1"
"A333","A333_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"160","2130","2180","1920","314.2",NULL,NULL,NULL,NULL,"184","970","56.6"
"A333","A333_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"183","2480","2460","2160","308.2","230","64.2","70.5","83.1","230","950","20.5"
"A333","A333_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"218","2930","2810","2450","302.2","233","64.1","70.5","83.1","233","960","20.3"
"A333","A333_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3490","3090","2570","290.2","272","72.5","77.4","87.2","240","990","19.9"
"A333","A333_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3380","2980","2470","278.3","280","72.4","77.3","87.1","280","1260","19.5"
"A333","A333_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3260","2860","2370","266.4","289","72.2","77.2","87.0","289","1290","19.1"
"A333","A333_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"390","3020","2680","2250","254.6","297","72.1","77.0","86.9","390","2360","18.7"
"A333","A333_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"401","2830","2510","2090","242.8","306","71.9","76.9","86.8","401","2400","18.3"
"A333","A333_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"413","2640","2330","1930","231.1","413","105.1","108.1","113.9","413","2360","17.9"
"A333","A333_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","2430","2140","1760","219.4","425","104.4","107.4","113.3","425","2400","17.6"
"A333","A333_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","2220","1950","1590","207.7","438","103.7","106.7","112.6","438","2430","17.2"
"A333","A333_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"451","2010","1750","1420","196.1","451","102.9","105.9","111.9","451","2460","16.8"
"A333","A333_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"465","1780","1550","1230","184.5","465","102.0","105.0","111.1","465","2490","16.4"
"A333","A333_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"479","1550","1340","1050","172.9","479","101.1","104.2","110.3","479","2520","16.0"
"A333","A333_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"487","1970","1670","1280","161.4","487","98.2","101.4","107.8","487","3580","15.6"
"A333","A333_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"485","1890","1600","1210","155.7","485","94.8","98.1","104.8","485","3450","15.4"
"A333","A333_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"481","1720","1430","1040","144.2","481","88.4","92.1","99.4","481","3210","15.0"
"A333","A333_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"477","1520","1250","860","132.8","477","82.7","86.7","94.7","477","3000","14.6"
"A333","A333_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"473","1310","1040","660","121.5","473","77.6","82.0","90.8","473","2820","14.3"
"A333","A333_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","990","750","410","110.1","470","73.1","78.0","87.6","470","2430","13.9"
"A333","A333_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","770","540","200","98.9","470","69.3","74.7","85.3","470","2340","13.5"
"A333","A333_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"470","530","300","0","87.6","470","66.1","72.0","76.4","470","2270","13.1"
"A333","A333_speed_laws","none","151200","174000","212000","250","330","0.82","250","330","0.82","250","330","0.82","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"A343","A343_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"145","1610","1460","1170","337.4",NULL,NULL,NULL,NULL,"136","760","114.6"
"A343","A343_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"146","1600","1440","1160","334.1",NULL,NULL,NULL,NULL,"137","770","113.5"
"A343","A343_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"148","1590","1430","1150","330.9",NULL,NULL,NULL,NULL,"143","810","112.4"
"A343","A343_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"154","1700","1510","1210","327.8",NULL,NULL,NULL,NULL,"155","780","72.1"
"A343","A343_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"155","1680","1490","1200","324.5",NULL,NULL,NULL,NULL,"187","910","71.6"
"A343","A343_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"178","2090","1790","1460","318.8","230","77.8","100.3","125.7","230","910","31.3"
"A343","A343_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"212","2600","2160","1770","313.4","233","77.8","100.3","125.7","233","930","30.9"
"A343","A343_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"272","3400","2510","1960","302.4","272","85.9","103.5","123.3","240","960","30.2"
"A343","A343_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"280","3280","2410","1870","289.7","280","85.9","103.5","123.4","280","1140","29.4"
"A343","A343_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"289","3150","2300","1770","277.1","289","85.8","103.5","123.5","289","1300","28.7"
"A343","A343_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"356","3080","2280","1800","266.3","297","85.7","103.5","123.6","356","1770","27.9"
"A343","A343_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"366","2910","2140","1670","254.0","306","85.6","103.5","123.7","366","1810","27.2"
"A343","A343_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"377","2730","1990","1540","241.8","377","106.0","118.7","133.0","377","1840","26.5"
"A343","A343_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"388","2550","1840","1400","229.7","388","105.6","118.4","132.9","388","1870","25.7"
"A343","A343_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"400","2360","1690","1260","217.7","400","105.2","118.1","132.7","400","1910","25.0"
"A343","A343_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"412","2160","1520","1120","205.9","412","104.7","117.8","132.5","412","1940","24.3"
"A343","A343_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"425","1960","1360","970","194.2","425","104.2","117.4","132.3","425","1970","23.5"
"A343","A343_FL260","260",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"438","1760","1190","820","182.6","438","103.7","117.0","132.1","438","2000","22.8"
"A343","A343_FL280","280",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"452","1550","1020","660","171.2","452","103.1","116.6","131.9","452","2020","22.1"
"A343","A343_FL290","290",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1440","930","580","165.5","459","102.8","116.4","131.7","459","2040","21.7"
"A343","A343_FL310","310",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"469","1780","1090","620","154.2","469","101.0","115.0","130.8","469","2900","20.9"
"A343","A343_FL330","330",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"465","1580","900","430","142.8","465","95.3","110.7","128.0","465","2770","20.2"
"A343","A343_FL350","350",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"461","1370","710","230","131.5","461","90.4","107.2","126.3","461","2670","19.5"
"A343","A343_FL370","370",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","1060","450","20","120.4","459","86.2","104.8","116.6","459","2380","18.7"
"A343","A343_FL390","390",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","850","250","0","109.5","459","82.9","103.3","106.1","459","2350","18.0"
"A343","A343_FL410","410",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"459","620","30","0","98.8","459","80.3","95.7","95.7","459","2340","17.3"
"A343","A343_speed_laws","none","157200","210000","257000","250","300","0.80","250","300","0.80","250","300","0.80","41000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AT43","AT43_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"130","2220","1920","1690","13.5",NULL,NULL,NULL,NULL,"106","590","5.7"
"AT43","AT43_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"142","2190","1800","1640","13.4",NULL,NULL,NULL,NULL,"107","610","5.6"
"AT43","AT43_FL010","10",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"148","2160","1760","1600","13.2",NULL,NULL,NULL,NULL,"113","680","5.6"
"AT43","AT43_FL015","15",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"164","1960","1650","1530","13.1",NULL,NULL,NULL,NULL,"124","640","5.6"
"AT43","AT43_FL020","20",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"165","1930","1630","1510","13.0",NULL,NULL,NULL,NULL,"156","820","5.6"
"AT43","AT43_FL030","30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"167","1880","1580","1460","12.7","188","5.9","6.4","6.8","230","1940","5.6"
"AT43","AT43_FL040","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"170","1820","1530","1410","12.5","191","6.0","6.5","6.9","233","1970","5.6"
"AT43","AT43_FL060","60",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"175","1710","1420","1300","12.0","251","9.9","10.3","10.6","240","2020","5.6"
"AT43","AT43_FL080","80",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"180","1610","1320","1200","11.6","258","10.0","10.4","10.7","247","1290","5.6"
"AT43","AT43_FL100","100",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"186","1500","1220","1100","11.2","266","10.1","10.5","10.8","254","1370","5.6"
"AT43","AT43_FL120","120",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"191","1380","1120","990","10.7","251","8.5","9.0","9.3","262","1450","5.6"
"AT43","AT43_FL140","140",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"197","1270","1010","890","10.3","258","8.6","9.1","9.4","270","1530","5.6"
"AT43","AT43_FL160","160",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"204","1160","910","790","9.9","266","8.7","9.2","9.5","279","1610","5.6"
"AT43","AT43_FL180","180",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"210","1050","810","680","9.4","275","8.8","9.3","9.4","288","1690","5.6"
"AT43","AT43_FL200","200",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"217","950","700","580","9.0","276","8.4","8.9","9.1","297","1770","5.6"
"AT43","AT43_FL220","220",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"225","840","600","480","8.6","274","7.9","8.5","8.7","306","1850","5.6"
"AT43","AT43_FL240","240",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"232","730","500","380","8.2","272","7.4","8.0","8.3","316","1920","5.6"
"AT43","AT43_speed_laws","none","12348","15000","16700","160","160","0.45","230","210","0.45","220","220","0.55","25000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"AT45","AT45_FL000","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"133","2620","2260","2030","16.1",NULL,NULL,NULL,NULL,"105","550","4.4"
"AT45","AT45_FL005","5",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"144","2580","2200","1970","16.1",NULL,NULL,NULL,NULL,"106","570","4.3"
